Timestamp;Sum;Avg;Min;Max;Median
1462215806;94.0;1.540983606557377;1.0;2.0;2.0
1462215867;95.0;1.5573770491803278;1.0;2.0;2.0
1462215928;94.0;1.540983606557377;1.0;2.0;2.0
1462215989;95.0;1.5573770491803278;1.0;2.0;2.0
1462216050;94.0;1.540983606557377;1.0;2.0;2.0
1462216111;95.0;1.5573770491803278;1.0;2.0;2.0
1462216172;94.0;1.540983606557377;1.0;2.0;2.0
1462216233;95.0;1.5573770491803278;1.0;2.0;2.0
1462216294;94.0;1.540983606557377;1.0;2.0;2.0
1462216355;94.0;1.540983606557377;1.0;2.0;2.0
1462216416;95.0;1.5573770491803278;1.0;2.0;2.0
1462216477;94.0;1.540983606557377;1.0;2.0;2.0
1462216538;95.0;1.5573770491803278;1.0;2.0;2.0
1462216599;94.0;1.540983606557377;1.0;2.0;2.0
1462216660;95.0;1.5573770491803278;1.0;2.0;2.0
1462216721;95.0;1.5573770491803278;1.0;2.0;2.0
1462216782;94.0;1.540983606557377;1.0;2.0;2.0
1462216843;94.0;1.540983606557377;1.0;2.0;2.0
1462216904;95.0;1.5573770491803278;1.0;2.0;2.0
1462216965;76.0;1.5510204081632653;1.0;2.0;2.0
