Timestamp;Sum;Avg;Min;Max;Median
1462382292;112.0;1.8360655737704918;1.0;2.0;2.0
1462382353;104.0;1.7049180327868851;1.0;2.0;2.0
1462382414;98.0;1.6065573770491803;1.0;2.0;2.0
1462382475;97.0;1.5901639344262295;1.0;2.0;2.0
1462382536;98.0;1.6065573770491803;1.0;2.0;2.0
1462382597;98.0;1.6065573770491803;1.0;2.0;2.0
1462382658;97.0;1.5901639344262295;1.0;2.0;2.0
1462382719;98.0;1.6065573770491803;1.0;2.0;2.0
1462382780;96.0;1.5737704918032787;1.0;2.0;2.0
1462382841;96.0;1.5737704918032787;1.0;2.0;2.0
1462382902;97.0;1.5901639344262295;1.0;2.0;2.0
1462382963;98.0;1.6065573770491803;1.0;2.0;2.0
1462383024;99.0;1.6229508196721312;1.0;2.0;2.0
1462383085;99.0;1.6229508196721312;1.0;2.0;2.0
1462383146;98.0;1.6065573770491803;1.0;2.0;2.0
1462383207;97.0;1.5901639344262295;1.0;2.0;2.0
1462383268;97.0;1.5901639344262295;1.0;2.0;2.0
1462383329;98.0;1.6065573770491803;1.0;2.0;2.0
1462383390;93.0;1.576271186440678;1.0;2.0;2.0
