Timestamp;Sum;Avg;Min;Max;Median
1462231414;94.0;1.540983606557377;1.0;2.0;2.0
1462231475;94.0;1.540983606557377;1.0;2.0;2.0
1462231536;95.0;1.5573770491803278;1.0;2.0;2.0
1462231597;95.0;1.5573770491803278;1.0;2.0;2.0
1462231658;95.0;1.5573770491803278;1.0;2.0;2.0
1462231719;94.0;1.540983606557377;1.0;2.0;2.0
1462231780;95.0;1.5573770491803278;1.0;2.0;2.0
1462231841;94.0;1.540983606557377;1.0;2.0;2.0
1462231902;95.0;1.5573770491803278;1.0;2.0;2.0
1462231963;95.0;1.5573770491803278;1.0;2.0;2.0
1462232024;94.0;1.540983606557377;1.0;2.0;2.0
1462232085;95.0;1.5573770491803278;1.0;2.0;2.0
1462232146;94.0;1.540983606557377;1.0;2.0;2.0
1462232207;95.0;1.5573770491803278;1.0;2.0;2.0
1462232268;95.0;1.5573770491803278;1.0;2.0;2.0
1462232329;95.0;1.5573770491803278;1.0;2.0;2.0
1462232390;94.0;1.540983606557377;1.0;2.0;2.0
1462232451;95.0;1.5573770491803278;1.0;2.0;2.0
1462232512;95.0;1.5573770491803278;1.0;2.0;2.0
1462232573;31.0;1.55;1.0;2.0;2.0
