Timestamp;Sum;Avg;Min;Max;Median
1462219892;70634.0;1157.9344262295083;1070.0;1237.0;1156.0
1462219953;68518.0;1123.2459016393443;1011.0;1238.0;1119.0
1462220015;67279.0;1102.9344262295083;967.0;1193.0;1103.0
1462220076;66743.0;1094.1475409836066;950.0;1216.0;1090.0
1462220137;67667.0;1109.295081967213;894.0;1215.0;1114.0
1462220198;66983.0;1098.0819672131147;838.0;1194.0;1110.0
1462220259;66528.0;1090.622950819672;900.0;1201.0;1100.0
1462220320;67033.0;1098.9016393442623;1014.0;1218.0;1094.0
1462220381;66601.0;1091.8196721311476;940.0;1199.0;1092.0
1462220442;66276.0;1086.4918032786886;805.0;1233.0;1086.0
1462220503;67363.0;1104.311475409836;872.0;1207.0;1105.0
1462220563;66493.0;1090.049180327869;728.0;1181.0;1094.0
1462220625;68088.0;1116.1967213114754;956.0;1207.0;1117.0
1462220686;67777.0;1111.0983606557377;754.0;1256.0;1122.0
1462220747;67108.0;1100.1311475409836;862.0;1175.0;1105.0
1462220808;65882.0;1080.032786885246;384.0;1177.0;1097.0
1462220869;8027.0;131.59016393442624;0.0;1099.0;100.0
1462220930;5874.0;96.29508196721312;34.0;101.0;100.0
1462220991;5956.0;97.63934426229508;67.0;105.0;100.0
1462221052;5831.0;95.59016393442623;4.0;109.0;100.0
1462221112;5415.0;88.77049180327869;0.0;108.0;100.0
1462221174;5763.0;94.47540983606558;1.0;108.0;100.0
1462221235;5588.0;91.60655737704919;1.0;106.0;100.0
1462221296;5972.0;97.90163934426229;56.0;107.0;100.0
1462221357;5927.0;97.1639344262295;20.0;104.0;100.0
1462221418;5854.0;95.9672131147541;21.0;112.0;100.0
1462221479;5845.0;95.81967213114754;2.0;107.0;100.0
1462221540;5927.0;97.1639344262295;34.0;107.0;100.0
1462221601;5983.0;98.08196721311475;58.0;108.0;100.0
1462221662;4117.0;67.49180327868852;0.0;101.0;99.0
1462221723;4573.0;74.9672131147541;0.0;101.0;99.0
1462221784;4380.0;71.80327868852459;0.0;101.0;100.0
1462221845;5990.0;98.19672131147541;63.0;105.0;100.0
1462221906;5977.0;97.98360655737704;58.0;104.0;100.0
1462221967;5995.0;98.27868852459017;45.0;109.0;100.0
1462222028;5841.0;95.75409836065573;17.0;107.0;100.0
1462222089;5804.0;95.14754098360656;6.0;106.0;100.0
1462222150;5996.0;98.29508196721312;58.0;101.0;100.0
1462222211;5968.0;97.8360655737705;60.0;101.0;100.0
1462222272;5898.0;96.68852459016394;20.0;107.0;100.0
1462222333;5839.0;95.72131147540983;13.0;107.0;100.0
1462222394;5840.0;95.73770491803279;6.0;110.0;100.0
1462222455;6020.0;98.68852459016394;58.0;107.0;100.0
1462222516;5968.0;97.8360655737705;54.0;107.0;100.0
1462222576;5905.0;96.80327868852459;41.0;108.0;100.0
