Timestamp;Sum;Avg;Min;Max;Median
1462233799;89.0;1.459016393442623;1.0;2.0;1.0
1462233860;91.0;1.4918032786885247;1.0;2.0;1.0
1462233921;91.0;1.4918032786885247;1.0;2.0;1.0
1462233982;92.0;1.5081967213114753;1.0;2.0;2.0
1462234043;91.0;1.4918032786885247;1.0;2.0;1.0
1462234104;89.0;1.459016393442623;1.0;2.0;1.0
1462234165;91.0;1.4918032786885247;1.0;2.0;1.0
1462234226;90.0;1.4754098360655739;1.0;2.0;1.0
1462234287;91.0;1.4918032786885247;1.0;2.0;1.0
1462234348;92.0;1.5081967213114753;1.0;2.0;2.0
1462234409;92.0;1.5081967213114753;1.0;2.0;2.0
1462234470;10.0;1.4285714285714286;1.0;2.0;1.0
